Parameter Name,Schedule Names,Primary Schedule,Data Type,Type/Instance,Categories,Group,GUID,Description
BLE_MAT_L1_THK_MM,,,LENGTH,Instance,Materials,CST_PROC,c687911b-13b2-54c6-be89-3db4e44282ff,Ble Mat L1 Thk Mm [ISO 19650-1:2018]
BLE_MAT_L2_FUNC_TXT,,,TEXT,Instance,Materials,CST_PROC,d3677a5b-1ddf-54ef-ad6d-b081034e22e8,Ble Mat L2 Func Txt [ISO 19650-1:2018]
BLE_MAT_L2_MAT_TXT,,,TEXT,Instance,Materials,CST_PROC,d21ebc01-7611-5d01-a48b-5a3cd0518a66,Ble Mat L2 Mat Txt [ISO 19650-1:2018]
BLE_MAT_L2_THK_MM,,,LENGTH,Instance,Materials,CST_PROC,61ec2504-76fe-5eb2-a642-0e0674c16a24,Ble Mat L2 Thk Mm [ISO 19650-1:2018]
BLE_MAT_LAYER_CNT_INT,,,INTEGER,Instance,Materials,CST_PROC,ea0938f2-dc68-5ead-85e0-9e66efe124ac,Ble Mat Layer Cnt Int [ISO 19650-1:2018]
BLE_MAT_MANUFACTURER_TXT,,,TEXT,Instance,Materials,CST_PROC,4558d620-d027-570c-8aa9-d098e11fdba5,Ble Mat Manufacturer Txt [ISO 19650-1:2018]
BLE_MAT_NAME_TXT,,,TEXT,Instance,Materials,CST_PROC,8862acc4-ec12-5df8-a933-791a7cc3967b,Ble Mat Name Txt [ISO 19650-1:2018]
BLE_MAT_SPEC_TXT,,,TEXT,Instance,Materials,CST_PROC,a8eabb26-7fad-5069-9a75-0b7e0e7f4d92,Ble Mat Spec Txt [ISO 19650-1:2018]
BLE_MAT_STANDARD_TXT,,,TEXT,Instance,Materials,CST_PROC,b9776508-6879-594b-9666-352fb81a733a,Ble Mat Standard Txt [ISO 19650-1:2018]
BLE_MAT_TEXTURE_URL,,,URL,Instance,Materials,CST_PROC,dda46a75-078f-5701-bb0e-67fb11002872,Ble Mat Texture Url [ISO 19650-1:2018]
BLE_MAT_THICK_MM,,,LENGTH,Instance,Materials,CST_PROC,1ffbcbbf-bbda-5e3b-ab4f-48c1a3df5fe2,Ble Mat Thick Mm [ISO 19650-1:2018]
BLE_RAMP_HANDRAIL_BOTH_SIDES_TXT,Accessibility Schedule; Ramp Schedule,Accessibility Schedule,TEXT,Type,"Generic Models, Ramps",CST_PROC,7f7db474-e09f-54de-8dd2-a29cb74a4463,Ble Ramp Handrail Both Sides Txt [ISO 19650-1:2018]
BLE_RAMP_SLOPE_PCT,Accessibility Schedule; Ramp Schedule,Accessibility Schedule,NUMBER,Type,"Generic Models, Ramps",CST_PROC,d0e7a861-94a5-5014-b190-7d3d5a58a5b7,Ble Ramp Slope Pct [ISO 19650-1:2018]
BLE_RAMP_SURFACE_FINISH_TXT,Accessibility Schedule; Ramp Schedule,Accessibility Schedule,TEXT,Type,"Generic Models, Ramps",CST_PROC,72b1ed50-5119-5269-9367-0f1a832c8af9,Ble Ramp Surface Finish Txt [ISO 19650-1:2018]
BLE_RAMP_WIDTH_MM,Accessibility Schedule; Ramp Schedule,Accessibility Schedule,LENGTH,Type,"Generic Models, Ramps",CST_PROC,2d201a03-f8c9-5ba5-acbc-37d9452cf3a7,Ble Ramp Width Mm [ISO 19650-1:2018]
BLE_ROOF_CLR_TXT,Roof Schedule,Roof Schedule,TEXT,Type,"Generic Models, Roofs",CST_PROC,bad2c4e9-2166-5685-9cb5-c0dfd4b0832d,Ble Roof Clr Txt [ISO 19650-1:2018]
BLE_ROOF_COVERING_MAT_TXT,Roof Schedule,Roof Schedule,TEXT,Type,"Generic Models, Roofs",CST_PROC,eb06ec26-b6f5-5f3a-ad96-b8b39b7d8659,Ble Roof Covering Mat Txt [ISO 19650-1:2018]
BLE_ROOF_DOWNPPE_SZ_MM,Roof Schedule,Roof Schedule,LENGTH,Type,"Generic Models, Roofs",CST_PROC,0593605e-34af-58ad-a721-1812417ba5db,Ble Roof Downppe Sz Mm [ISO 19650-1:2018]
BLE_ROOF_GUTTER_SZ_MM,Roof Schedule,Roof Schedule,LENGTH,Type,"Generic Models, Roofs",CST_PROC,90f79b75-88c0-5c4b-8c88-0e6c9e20d07f,Ble Roof Gutter Sz Mm [ISO 19650-1:2018]
BLE_ROOF_INS_R_VALUE_M_2K_W,Roof Schedule,Roof Schedule,ELECTRICAL_POWER,Type,"Generic Models, Roofs",CST_PROC,3e3919d0-f25e-59de-83b2-11b60db5b9c5,Ble Roof Ins R Value M 2k W [ISO 19650-1:2018]
BLE_ROOF_OVERHANG_MM,Roof Schedule,Roof Schedule,LENGTH,Type,"Generic Models, Roofs",CST_PROC,2aaca9a1-9c20-54b3-88f9-ac8e9f7766f2,Ble Roof Overhang Mm [ISO 19650-1:2018]
BLE_ROOF_PLM_DRN_SYSTEM_TYPE_TXT,Roof Schedule,Roof Schedule,TEXT,Type,"Generic Models, Roofs",CST_PROC,22ff6f18-d985-5dba-9dcf-fe95cb053aca,Ble Roof Plm Drn System Type Txt [ISO 19650-1:2018]
BLE_ROOF_RAINWTR_HARVESTING_INTEGRATION_BOOL,Roof Schedule,Roof Schedule,YESNO,Type,"Generic Models, Roofs",CST_PROC,184f2852-179b-54d4-a09c-3b6c51f9569f,Ble Roof Rainwtr Harvesting Integration Bool [ISO 19650-1:2018]
BLE_ROOF_SLOPE_DEG,Revit Category; Roof Schedule,Revit Category,ANGLE,Type,"Generic Models, Roofs",CST_PROC,8d51616d-812b-58d6-a3c2-3ef872fc3ed0,Ble Roof Slope Deg [ISO 19650-1:2018]
BLE_ROOF_SOLAR_REFLECTANCE_INDEX_NR,Roof Schedule,Roof Schedule,NUMBER,Type,"Generic Models, Roofs",CST_PROC,bd6b9e9b-777a-517c-bde4-597df17f6d94,Ble Roof Solar Reflectance Index Nr [ISO 19650-1:2018]
BLE_ROOF_STRUCTURE_TYPE_TXT,Roof Schedule,Roof Schedule,TEXT,Type,"Generic Models, Roofs",CST_PROC,64ed7ace-2c12-5bfb-86be-314ee494b706,Ble Roof Structure Type Txt [ISO 19650-1:2018]
BLE_ROOF_TYPE_TXT,Roof Schedule,Roof Schedule,TEXT,Type,"Generic Models, Roofs",CST_PROC,85a719ec-5f20-5541-994f-b588c8491fbe,Ble Roof Type Txt [ISO 19650-1:2018]
BLE_ROOF_WATERPROOFING_SYSTEM_TXT,Roof Schedule,Roof Schedule,TEXT,Type,"Generic Models, Roofs",CST_PROC,ff29c3dc-01cd-5c14-b41e-c1d8fca3cfc9,Ble Roof Waterproofing System Txt [ISO 19650-1:2018]
BLE_ROOM_NAME_TXT,Room Data Schedule; Room Schedule,Room Data Schedule,TEXT,Type,Rooms,CST_PROC,0bf56335-3e98-58cb-81eb-a998c017d657,Ble Room Name Txt [ISO 19650-1:2018]
BLE_ROOM_NUMBER_TXT,Accessibility Schedule; Acoustic Schedule; Air Terminal Schedule; Ceiling Schedule; Door Schedule; Finish Schedule; Fire Safety Schedule; Lighting Schedule; Plumbing Fixture Schedule; Room Data Schedule; Room Schedule; Window Schedule,Accessibility Schedule,TEXT,Type,Rooms,CST_PROC,08c45bc2-6903-5a41-b295-9c3111de6882,Ble Room Number Txt [ISO 19650-1:2018]
BLE_STAIR_GOING_MM,Stair Schedule,Stair Schedule,LENGTH,Type,"Generic Models, Stairs",CST_PROC,3cb19d18-6500-5dc5-b461-d03a276b645f,Ble Stair Going Mm [ISO 19650-1:2018]
BLE_STAIR_HANDRAIL_HEIGHT_MM,Stair Schedule,Stair Schedule,LENGTH,Type,"Generic Models, Stairs",CST_PROC,1ef12b1c-c3f9-57ba-a454-212d5b5f8c0b,Ble Stair Handrail Height Mm [ISO 19650-1:2018]
BLE_STAIR_RISE_MM,Stair Schedule,Stair Schedule,LENGTH,Type,"Generic Models, Stairs",CST_PROC,0dcbfb44-1130-51b2-bea9-832d4ee087f7,Ble Stair Rise Mm [ISO 19650-1:2018]
BLE_STAIR_TYPE_TXT,Stair Schedule,Stair Schedule,TEXT,Type,"Generic Models, Stairs",CST_PROC,c15cc821-78dc-51b7-b237-0d5ee6e7c2fe,Ble Stair Type Txt [ISO 19650-1:2018]
BLE_STAIR_WIDTH_MM,Stair Schedule,Stair Schedule,LENGTH,Type,"Generic Models, Stairs",CST_PROC,dcaea437-8a54-5727-8011-81e5713d7054,Ble Stair Width Mm [ISO 19650-1:2018]
BLE_STRUCT_BEAM_SZ_TXT,Structural Schedule,Structural Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,7cead505-38f5-57a5-9425-b349170a9ee7,Ble Struct Beam Sz Txt [ISO 19650-1:2018]
BLE_STRUCT_COLUMN_SZ_TXT,Structural Schedule,Structural Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,7f9e7848-00fe-54f4-be8a-d1b2921c081d,Ble Struct Column Sz Txt [ISO 19650-1:2018]
BLE_STRUCT_CONCRETE_GRADE_TXT,Structural Schedule,Structural Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,9499fb71-5eab-5b17-9f5b-8741104bd98c,Ble Struct Concrete Grade Txt [ISO 19650-1:2018]
BLE_STRUCT_ELE_TYPE_TXT,Concrete Schedule; Formwork Schedule; Reinforcement Schedule; Structural Schedule,Concrete Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,e21a2a53-114b-57ba-a655-39c32ce37694,Ble Struct Ele Type Txt [ISO 19650-1:2018]
BLE_STRUCT_FOUNDATION_DEPTH_MM,,,LENGTH,Type,,BLE_ELES,,Foundation depth in millimeters [ISO 19650-1:2018]
BLE_STRUCT_FOUNDATION_SZ_TXT,,,TEXT,Type,,BLE_ELES,,Foundation plan dimensions (e.g. 1500x1500mm) [ISO 19650-1:2018]
BLE_STRUCT_FOUNDATION_TYPE_TXT,Structural Schedule,Structural Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,d6705b58-9a98-5a20-98e8-3fe13dfb048a,Ble Struct Foundation Type Txt [ISO 19650-1:2018]
BLE_STRUCT_LD_CAP_KN_NR,Structural Schedule,Structural Schedule,NUMBER,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,18036582-317d-57dd-a0c6-698f6dad5136,Ble Struct Ld Cap Kn Nr [ISO 19650-1:2018]
BLE_STRUCT_MAT_TXT,Structural Schedule,Structural Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,fc01c335-751d-5bf6-8619-b6a7cbe9bceb,Ble Struct Mat Txt [ISO 19650-1:2018]
BLE_STRUCT_REINFORCEMENT_TXT,Structural Schedule,Structural Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,d59b4268-242b-5e77-a1c7-af165bef45d1,Ble Struct Reinforcement Txt [ISO 19650-1:2018]
BLE_STRUCT_SEISMIC_DESIGN_BOOL,Structural Schedule,Structural Schedule,YESNO,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,6002d584-21c6-59f6-9a92-a7f81e72504a,Ble Struct Seismic Design Bool [ISO 19650-1:2018]
BLE_STRUCT_SLAB_THICKNESS_MM,Structural Schedule,Structural Schedule,LENGTH,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,dcc854cb-001b-5b36-9597-17fcdfb80e8e,Ble Struct Slab Thickness Mm [ISO 19650-1:2018]
BLE_STRUCT_STEEL_GRADE_TXT,Structural Schedule,Structural Schedule,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,fe130bf1-2d9b-58d7-a29a-73a55a87eeb8,Ble Struct Steel Grade Txt [ISO 19650-1:2018]
BLE_WALL_CST_METHOD_TXT,Wall Schedule,Wall Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,8deec0f0-18f1-52ff-8e4f-a0497c244250,Ble Wall Cst Method Txt [ISO 19650-1:2018]
BLE_WALL_EXTERIOR_FINISH_TXT,Wall Schedule,Wall Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,a2b0283d-78f6-551a-9725-c54d2558ed67,Ble Wall Exterior Finish Txt [ISO 19650-1:2018]
BLE_WALL_FINISH_TXT,Finish Schedule; Room Data Schedule; Room Schedule,Finish Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,7d0dd06c-f0b7-595f-8610-9cb53e4d691e,Ble Wall Finish Txt [ISO 19650-1:2018]
BLE_WALL_FUNCTION_TXT,Wall Schedule,Wall Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,10966c31-806d-55af-ba50-91e124888e77,Ble Wall Function Txt [ISO 19650-1:2018]
BLE_WALL_HEIGHT_MM,Wall Schedule,Wall Schedule,LENGTH,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,c2dd0f26-f3ed-5490-85aa-f39f19e72b65,Ble Wall Height Mm [ISO 19650-1:2018]
BLE_WALL_INTERIOR_FINISH_TXT,Finish Schedule; Wall Schedule,Finish Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,1aa80c73-1145-500a-8018-2e007cb412e6,Ble Wall Interior Finish Txt [ISO 19650-1:2018]
BLE_WALL_LENGTH_MM,Wall Schedule,Wall Schedule,LENGTH,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,fdff76e0-dada-58bc-b94a-ae26b5bb2821,Ble Wall Length Mm [ISO 19650-1:2018]
BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT,Wall Schedule,Wall Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,b0cf547c-cf10-556d-b05e-f833b518b61d,Ble Wall Moisture Barrier Included Txt [ISO 19650-1:2018]
BLE_WALL_PRIMARY_WALL_MAT_TXT,Wall Schedule,Wall Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,83fce03a-5dbf-57cf-b9d5-d797969487f9,Ble Wall Primary Wall Mat Txt [ISO 19650-1:2018]
BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,Acoustic Schedule; Ass_Discipline_Cod_Txt; Wall Schedule,Acoustic Schedule,NUMBER,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,Ble Wall Sound Transmission Class Rating Nr [ISO 19650-1:2018]
BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,Facade Schedule; Wall Schedule,Facade Schedule,NUMBER,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,5ee56aa6-f559-578c-9b72-6100c852fda1,Ble Wall Thermal Transmittance U Value W M 2k Nr [ISO 19650-1:2018]
BLE_WALL_THICKNESS_MM,Wall Schedule,Wall Schedule,LENGTH,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,d0c788c3-fd82-50e8-8361-52f0e26cfc40,Ble Wall Thickness Mm [ISO 19650-1:2018]
BLE_WALL_TYPE_CLASSIFICATION_TXT,Wall Schedule,Wall Schedule,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,123bc70f-d9f7-5d1e-818b-aea8222786fa,Ble Wall Type Classification Txt [ISO 19650-1:2018]
BLE_WINDOW_BURGLAR_BARS_REQUIRED_UGANDA_BOOL,Window Schedule,Window Schedule,YESNO,Type,"Generic Models, Windows",CST_PROC,6e6c7472-3a01-54a1-9711-03c99626836b,Ble Window Burglar Bars Required Uganda Bool [ISO 19650-1:2018]
BLE_WINDOW_FRAME_MAT_TXT,Window Schedule,Window Schedule,TEXT,Type,"Generic Models, Windows",CST_PROC,80c97926-59ac-5e7d-8ce0-236dd786bf9f,Ble Window Frame Mat Txt [ISO 19650-1:2018]
BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,Window Schedule,Window Schedule,TEXT,Type,"Generic Models, Windows",CST_PROC,4d3d9bf9-9244-599c-88ae-16e0469fa44f,Ble Window Glazing Type Single Double Triple Txt [ISO 19650-1:2018]
BLE_WINDOW_HEIGHT_MM,Window Schedule,Window Schedule,LENGTH,Type,"Generic Models, Windows",CST_PROC,9e4ae2aa-fb63-55cc-8674-df05f460882f,Ble Window Height Mm [ISO 19650-1:2018]
BLE_WINDOW_MOSQUITO_SCREEN_INCLUDED_TXT,Window Schedule,Window Schedule,TEXT,Type,"Generic Models, Windows",CST_PROC,1ae1279e-2471-5cd5-be3a-ed5a6e2ccd3f,Ble Window Mosquito Screen Included Txt [ISO 19650-1:2018]
BLE_WINDOW_OPERATION_TYPE_TXT,Window Schedule,Window Schedule,TEXT,Type,"Generic Models, Windows",CST_PROC,ad3d94fe-900b-5662-985c-54e2af3eb0f9,Ble Window Operation Type Txt [ISO 19650-1:2018]
BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,Window Schedule,Window Schedule,LENGTH,Type,"Generic Models, Windows",CST_PROC,50341648-0677-525e-a2d8-6d8686e9e87e,Ble Window Sill Height From Flr Mm [ISO 19650-1:2018]
BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,Window Schedule,Window Schedule,NUMBER,Type,"Generic Models, Windows",CST_PROC,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,Ble Window Solar Heat Gain Coefficient Nr [ISO 19650-1:2018]
BLE_WINDOW_TYPE_CLASSIFICATION_TXT,Window Schedule,Window Schedule,TEXT,Type,"Generic Models, Windows",CST_PROC,2226d834-1132-5fa8-a468-19fbb11000d4,Ble Window Type Classification Txt [ISO 19650-1:2018]
BLE_WINDOW_U_VALUE_W_M_2K_NR,Window Schedule,Window Schedule,NUMBER,Type,"Generic Models, Windows",CST_PROC,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,Ble Window U Value W M 2k Nr [ISO 19650-1:2018]
BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,Window Schedule,Window Schedule,NUMBER,Type,"Generic Models, Windows",CST_PROC,21068de7-9b17-5dd0-a477-ec1688fa318a,Ble Window Visible Light Transmittance Pct [ISO 19650-1:2018]
BLE_WINDOW_WIDTH_MM,Window Schedule,Window Schedule,LENGTH,Type,"Generic Models, Windows",CST_PROC,d7506fd3-c17c-513a-8c82-2a632e55a0a6,Ble Window Width Mm [ISO 19650-1:2018]
CBL_TYPE_TXT,,,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,b796eeed-e108-53b5-9bf7-deb0842cdea3,Elc Cbl Type Txt [ISO 19650-1:2018]
COLOR_B_INT,,,INTEGER,Type,Generic Models,TPL_TRACKING,fa8343b9-546a-44ad-a4ab-358ee8a446c1,Palette color blue [ISO 19650-1:2018]
COLOR_G_INT,,,INTEGER,Type,Generic Models,TPL_TRACKING,d0ef28a6-2856-44a7-a755-45e4fc061c78,Palette color green [ISO 19650-1:2018]
COLOR_R_INT,,,INTEGER,Type,Generic Models,TPL_TRACKING,32c5ea87-b947-4e06-9565-2910f0c00acc,Palette color red [ISO 19650-1:2018]
COM_BMS_RANGE_TXT,Ass_Equipment_Tag_Txt; Bms Controls Schedule; Bms Points,Ass_Equipment_Tag_Txt,TEXT,Type,Generic Models,COM_DAT,bf1e5465-122e-537d-b2c0-f35533c68e5f,Com Bms Range Txt [ISO 19650-1:2018]
COM_C_DEV_BACNET_INSTANCE_INT,Bms Controls Schedule; Bms Equipment,Bms Controls Schedule,INTEGER,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,cc10a979-3073-515a-bc65-4ea84a408858,Com C Dev Bacnet Instance Int [ISO 19650-1:2018]
COM_C_DEV_CONTROLLER_NAME_TXT,Bms Controls Schedule; Bms Equipment; Bms Points,Bms Controls Schedule,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,046c4fcc-67dc-5359-96f8-063acff7c6a9,Com C Dev Controller Name Txt [ISO 19650-1:2018]
COM_C_DEV_TYPE_TXT,Bms Controls Schedule; Bms Equipment; Bms Points; Bms Sequences; Data Equipment; Network Schedule,Bms Controls Schedule,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,Com C Dev Type Txt [ISO 19650-1:2018]
COM_C_MEASUREMENT_RANGE_TXT,Bms Controls Schedule; Bms Points; Bms Sequences,Bms Controls Schedule,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,03350a20-2839-57c9-944d-3a16489eb2ec,Com C Measurement Range Txt [ISO 19650-1:2018]
COM_C_NETWORK_ADDRESS_TXT,Bms Controls Schedule; Bms Equipment; Data Equipment,Bms Controls Schedule,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,02383c32-edc5-57f2-9214-56d9b2da9c29,Com C Network Address Txt [ISO 19650-1:2018]
COM_C_PROTOCOL_TXT,Bms Controls Schedule; Bms Equipment; Data Equipment,Bms Controls Schedule,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,892356cc-e1c9-5eea-a99c-d92dfca7caab,Com C Protocol Txt [ISO 19650-1:2018]
COM_C_PWR_SUPPLY_V,Bms Controls Schedule; Data Equipment,Bms Controls Schedule,NUMBER,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,Com C Pwr Supply V [ISO 19650-1:2018]
COM_DAT_SPARE_01_TXT,,,TEXT,Type,Generic Models,BLE_ELES,9895108f-0ec1-4841-98f3-24b1476dd208,Spare parameter 1 for COM_DAT group
COM_DAT_SPARE_02_TXT,,,TEXT,Type,Generic Models,BLE_ELES,57d35fda-830c-4617-9508-98b46e6406cf,Spare parameter 2 for COM_DAT group
CP_ELEMENT_TYPE_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,5cdeb37b-1acc-4042-8aa9-16fc6e5b3792,Element type in palette [ISO 19650-1:2018]
CP_HEX_CODE_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,507d4787-323a-4e10-b4fe-810f8aca3f48,Color hex code [ISO 19650-1:2018]
CP_PALETTE_NAME_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,cc38b0a6-f0e5-4a77-bcb1-80323b8b7322,Color palette name [ISO 19650-1:2018]
CP_STYLE_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,bd30ce04-7273-4a90-80f2-45d95529cade,Style category [ISO 19650-1:2018]
CP_USE_CASE_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,d70b503e-5ef9-4a7f-9c72-9ce3f71b4280,Color use case [ISO 19650-1:2018]
CST_CALC_ADHESIVE_KG,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,6b26cd97-17ab-4225-860a-41b35d08e2fb,Calculated tile adhesive in kilograms [ISO 19650-3:2020]
CST_CALC_AGGREGATE_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,a4e3d4b8-5844-43d9-bda6-a7c32fc037b3,Calculated aggregate volume in cubic meters [ISO 19650-3:2020]
CST_CALC_AREA_M2,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,a4c93912-d9c4-4a58-a49a-3962fa5a4694,Calculated area in square meters [ISO 19650-3:2020]
CST_CALC_BLOCKS_NR,,,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,ba5d66ec-75db-4135-88d5-be53b118e636,Calculated number of blocks required [ISO 19650-3:2020]
CST_CALC_CEMENT_BAGS_NR,,,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,2c573ecc-95f1-4c20-bf30-3ae228a346c3,Calculated cement bags (50kg) [ISO 19650-3:2020]
CST_CALC_CEMENT_PLASTER_BAGS,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,349aa1b3-c19c-4ee1-9d55-cf612f25c382,Calculated cement bags for plaster (50kg) [ISO 19650-3:2020]
CST_CALC_CONCRETE_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,37e3e205-e39e-4d43-bc4b-2ac9367f2540,Calculated concrete volume in cubic meters [ISO 19650-3:2020]
CST_CALC_FASTENERS_NR,,,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,468502b3-fd75-4a13-8dd5-b1eef375ca61,Calculated number of fasteners [ISO 19650-3:2020]
