Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,CST_PROC,Type,Formwork timber volume (2.5cm thickness) [ISO 19650-2:2018],True,(CST_S_FRM_SLAB_AREA_SQ_M + CST_S_FRM_BEAM_AREA_SQ_M + CST_S_FRM_COLUMN_AREA_SQ_M) * 0.025,"CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M, CST_S_FRM_COLUMN_AREA_SQ_M",CONSTRUCTION,0,0
Generic Models,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,CST_PROC,Type,Cst S Mas Brick Quantity Nr [ISO 19650-2:2018],True,BLE_WALL_LENGTH_MM * BLE_WALL_HEIGHT_MM / 1000000 * 55 * 1.05,"BLE_WALL_LENGTH_MM, BLE_WALL_HEIGHT_MM",CONSTRUCTION,0,0
Generic Models,CST_S_MAS_CST_TOTAL_UGX_NR,4c6b61b2-f694-5681-8f87-20f1191c101e,CURRENCY,CST_PROC,Type,Total masonry material cost [ISO 19650-2:2018],True,(CST_CALC_BLOCKS_NR * 2500) + (CST_CALC_CEMENT_BAGS_NR * 35000) + (CST_CALC_SAND_M3 * 80000),"CST_CALC_BLOCKS_NR, CST_CALC_CEMENT_BAGS_NR, CST_CALC_SAND_M3",COSTING,0,0
Generic Models,CST_S_MAS_NET_AREA_SQ_M,89de3291-920a-5dd2-abd6-acbc3d6f9e1e,AREA,CST_PROC,Type,Net masonry wall area (wall area minus openings) [ISO 19650-2:2018],True,CST_S_MAS_WALL_AREA_SQ_M - CST_S_MAS_OPENING_AREA_SQ_M,"CST_S_MAS_WALL_AREA_SQ_M, CST_S_MAS_OPENING_AREA_SQ_M",CONSTRUCTION,0,0
Generic Models,CST_S_REI_CST_TOTAL_UGX_NR,9e2f1ae1-f93d-5212-8baa-c24ebc1af700,CURRENCY,CST_PROC,Type,Total reinforcement cost (4500 UGX/kg) [ISO 19650-2:2018],True,CST_S_REI_WEIGHT_WASTAGE_KG * 4500,CST_S_REI_WEIGHT_WASTAGE_KG,COSTING,0,0
Generic Models,CST_S_REI_WEIGHT_KG,dca82f18-af10-5a55-a9b9-f1628b0cd9e7,NUMBER,CST_PROC,Type,Cst S Rei Weight Kg [ISO 19650-2:2018],True,CST_S_REI_LENGTH_M * CST_S_REI_UNIT_WT_KG * 1.05,"CST_S_REI_LENGTH_M, CST_S_REI_UNIT_WT_KG",CONSTRUCTION,0,0
Generic Models,CST_S_REI_WEIGHT_WASTAGE_KG,d9b73a97-fed2-5b86-86ac-0c53f1987157,NUMBER,CST_PROC,Type,Reinforcement weight with 5% wastage [ISO 19650-2:2018],True,CST_S_REI_WEIGHT_KG * 1.05,CST_S_REI_WEIGHT_KG,CONSTRUCTION,0,0
Generic Models,CST_TOTAL_COST_UGX,1d11176f-fb0e-4cdc-a320-b98212e8b3dd,CURRENCY,CST_PROC,Type,Grand total cost reference [ISO 19650-3:2020],True,ASS_CST_TOTAL_UGX_NR,ASS_CST_TOTAL_UGX_NR,COSTING,0,0
Electrical Equipment,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Cbl Ampacity A [ISO 19650-1:2018],True,ELC_CKT_CUR_A / ELC_CBL_DERATING_FCT_NR,"ELC_CKT_CUR_A, ELC_CBL_DERATING_FCT_NR",ELECTRICAL,0,0
Cable Trays,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,ELC_PWR,Type,Elc Cbl Length M [ISO 19650-1:2018],False,,,,1,0
Cable Trays,ELC_CBL_SZ_MM,d08c2c5d-577f-5861-b615-b1b427d573a7,LENGTH,ELC_PWR,Type,Elc Cbl Sz Mm [ISO 19650-1:2018],False,,,,1,0
Cable Trays,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,ELC_PWR,Type,Elc Cbl Type Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_CKT_CUR_A,35d7f2c9-39b3-5cf3-867b-020dd1edb24d,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Ckt Cur A [ISO 19650-1:2018],True,ELC_CKT_PWR_KW * 1000 / (ELC_CKT_VLT_V * 1.732 * 0.85),"ELC_CKT_PWR_KW, ELC_CKT_VLT_V",ELECTRICAL,0,0
Electrical Fixtures,ELC_CKT_NR,6ad8ee51-59c2-551d-8b26-ad7194c50ec8,NUMBER,ELC_PWR,Type,Elc Ckt Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_DIV_FCT_NR,f7aed743-08cc-5147-ae86-f7049c7b7f39,NUMBER,ELC_PWR,Type,Elc Div Fct Nr [ISO 19650-1:2018],True,"if(ELC_PNL_NUM_OF_WAYS_NR <= 10, 1.0, if(ELC_PNL_NUM_OF_WAYS_NR <= 20, 0.8, 0.7))",ELC_PNL_NUM_OF_WAYS_NR,ELECTRICAL,0,0
Electrical Equipment,ELC_IP_RATING_TXT,4529878a-ddd0-5dd1-8c12-caad8b5bd8ed,TEXT,ELC_PWR,Type,Elc Ip Rating Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Fixtures,MNT_HGT_MM,67f74e7b-256f-5611-bd11-1eb958f6e5b4,LENGTH,ELC_PWR,Type,Elc Mnt Hgt Mm [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_CONNECTED_LOAD_KW,9df4b41b-3c97-5bbd-bce8-4e3ff9c5e0dc,ELECTRICAL_POWER,ELC_PWR,Type,Elc Pnl Connected Load Kw [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_DESIGNATION_NAME_TXT,ea6fc977-0678-5a5c-b1b5-a19e9f3e17e0,TEXT,ELC_PWR,Type,Elc Pnl Designation Name Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_FED_FROM_PNL_TXT,1a340249-26d2-55ff-b3fe-63d245e170df,TEXT,ELC_PWR,Type,Elc Pnl Fed From Pnl Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_MAIN_BRK_A,ec3c2a37-6a06-5794-a048-e405c362a8a4,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Pnl Main Brk A [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_NUM_OF_WAYS_NR,7f871de1-9153-549f-a19f-290683618f46,NUMBER,ELC_PWR,Type,Elc Pnl Num Of Ways Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_PHS_COUNT_NR,febd6223-1632-599f-991b-cbeb3b8fd979,INTEGER,ELC_PWR,Type,Elc Pnl Phs Count Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_SHORT_CIRCUIT_RATING_KA,eac6e4e0-593e-521c-a4d8-f6142f0010a5,TEXT,ELC_PWR,Type,Elc Pnl Short Circuit Rating Ka [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_VLT_V,1080edf4-7df6-5705-9515-0fb674933c1b,ELECTRICAL_POTENTIAL,ELC_PWR,Type,Elc Pnl Vlt V [ISO 19650-1:2018],False,,,,1,0
Lighting Fixtures,ELC_PWR_KW,1090274a-74b8-5ac4-8eaf-4f36c4b6cb55,ELECTRICAL_POWER,ELC_PWR,Type,Elc Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_SPARE_WAYS_NR,8ff6b7e5-8ec9-58ab-8d92-52d2f189afb6,NUMBER,ELC_PWR,Type,Elc Spare Ways Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_VLT_DROP_PCT,cf27a6c4-4056-543b-876f-ca8747265b83,NUMBER,ELC_PWR,Type,Elc Vlt Drop Pct [ISO 19650-1:2018],True,(2 * ELC_CKT_LENGTH_M * ELC_CKT_CUR_A * 0.0175) / (ELC_CBL_COND_SZ_SQ_MM * ELC_CKT_VLT_V) * 100,"ELC_CKT_LENGTH_M, ELC_CKT_CUR_A, ELC_CBL_COND_SZ_SQ_MM, ELC_CKT_VLT_V",ELECTRICAL,0,0
Mechanical Equipment,HVC_CAP_KW,9990d504-d0ac-5537-80cd-a4eb66746e51,ELECTRICAL_POWER,HVC_SYSTEMS,Type,Hvc Cap Kw [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_CAP_TR,993c51e7-135c-56dc-8a81-7fc9aa045ea0,TEXT,HVC_SYSTEMS,Type,Hvc Cap Tr [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_CONTROL_TYPE_TXT,34d15f62-cb02-5a6b-9cf1-825c6b98c08a,TEXT,HVC_SYSTEMS,Type,Hvc Control Type Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_DCT_FLW_CFM,39e255ff-7a42-5d4f-954c-960347ab434e,NUMBER,HVC_SYSTEMS,Type,Hvc Dct Flw Cfm [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_DCT_MAT_TXT,99bb5c8a-e4b4-5f20-ba1c-ae7738effeb0,TEXT,HVC_SYSTEMS,Type,Hvc Dct Mat Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_DCT_TERMINAL_SZ_TXT,081b8c41-91a0-552e-912a-6bd5b3404fc8,TEXT,HVC_SYSTEMS,Type,Hvc Dct Terminal Sz Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_DCT_TERMINAL_TYPE_SD_RG_EG_VAV_TXT,6f7c7807-9c3e-5c4d-ba16-8a4f12d2f51b,TEXT,HVC_SYSTEMS,Type,Hvc Dct Terminal Type Sd Rg Eg Vav Txt [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_DUCT_AREA_SQ_M,4ca049cb-8e14-5c8d-bc00-7b5a3c3e9dbb,AREA,HVC_SYSTEMS,Type,Hvc Duct Area Sq M [ISO 19650-1:2018],True,,,,1,0
Ducts,HVC_DUCT_CLASS_TXT,a767df19-9d03-51fd-a59b-81dc2037dd94,TEXT,HVC_SYSTEMS,Type,Hvc Duct Class Txt [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_DUCT_FLOWRATE_M3H,4715ba3e-adf9-526d-b7d8-e8fa5d529097,VOLUME,HVC_SYSTEMS,Type,Hvc Duct Flowrate M3h [ISO 19650-1:2018],True,HVC_DUCT_AREA_SQ_M * HVC_VEL_MPS * 3600,"HVC_DUCT_AREA_SQ_M, HVC_VEL_MPS",HVAC,0,0
Ducts,HVC_DUCT_LINING_TXT,971cd951-7bac-5a58-a887-ab87eecad874,TEXT,HVC_SYSTEMS,Type,Hvc Duct Lining Txt [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_EFF_RATIO_NR,f9f3d362-50dc-5880-accb-dcf8fff886b1,NUMBER,HVC_SYSTEMS,Type,Hvc Eff Ratio Nr [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_PIPE_FLOWRATE_LPS,3a9eccc0-aa9a-5602-a509-9bc01ccc771d,VOLUME,HVC_SYSTEMS,Type,Hvc Pipe Flowrate Lps [ISO 19650-1:2018],True,3.14159 * (Diameter / 2000) ^ 2 * HVC_VEL_MPS * 1000,"Diameter, HVC_VEL_MPS",HVAC,0,0
Mechanical Equipment,HVC_PIPE_PRESSURE_KPA,0772a943-2ff5-5106-b7ac-ec8a48da7e9f,NUMBER,HVC_SYSTEMS,Type,Hvc Pipe Pressure Kpa [ISO 19650-1:2018],True,HVC_HED_M * 9.81,HVC_HED_M,HVAC,0,0
Mechanical Equipment,HVC_PWR_KW,7cdd6e98-8462-5ecf-9223-a830c5c4622b,ELECTRICAL_POWER,HVC_SYSTEMS,Type,Hvc Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_REFRIGERANT_TXT,e9b06b32-dead-5402-acbf-9daf33104f8d,TEXT,HVC_SYSTEMS,Type,Hvc Refrigerant Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_TERMINAL_FINISH_TXT,5ba3a60c-0497-56c2-9f44-5f2e6f58320b,TEXT,HVC_SYSTEMS,Type,Hvc Terminal Finish Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_TERMINAL_MAT_TXT,b4b20432-2a18-5392-809e-8768a0c45401,TEXT,HVC_SYSTEMS,Type,Hvc Terminal Mat Txt [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,MEP_TYPE_TXT,1b1cd925-5ef5-5ce4-b184-0a1262345292,TEXT,HVC_SYSTEMS,Type,Hvc Type Txt [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_VEL_MPS,e7c4c2ab-a4f8-5c1d-bea0-933630bfae47,TEXT,HVC_SYSTEMS,Type,Hvc Vel Mps [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_VLT_V,06b47e63-5eae-54ca-91ad-ef47d8aa57be,ELECTRICAL_POTENTIAL,HVC_SYSTEMS,Type,Hvc Vlt V [ISO 19650-1:2018],False,,,,1,0
Lighting Fixtures,LTG_FIX_LMP_WATTAGE_W,811bfba5-d434-5070-9aee-6779c85a4c21,VOLUME,LTG_CONTROLS,Type,Ltg Fix Lmp Wattage W [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,PLM_CAP_CU_M,74e958db-d525-50f5-9982-424f81b051a3,VOLUME,PLM_DRN,Type,Plm Cap Cu M [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_DRN_VEL_MPS,f187bab9-9d0e-5fa5-bd02-2b501d41e049,TEXT,PLM_DRN,Type,Plm Drn Vel Mps [ISO 19650-1:2018],True,(1 / 0.013) * (PLM_PPE_SZ_MM / 4000) ^ 0.667 * (PLM_DRN_PPE_SLOPE_PCT / 100) ^ 0.5,"PLM_PPE_SZ_MM, PLM_DRN_PPE_SLOPE_PCT",PLUMBING,0,0
Plumbing Equipment,PLM_HED_M,9048b4fd-9159-5fac-af3b-14004621818c,LENGTH,PLM_DRN,Type,Plm Hed M [ISO 19650-1:2018],True,PLM_PSR_KPA / 9.81,PLM_PSR_KPA,PLUMBING,0,0
Plumbing Equipment,PLM_HOTWTR_INPUT_PWR_KW,ca5441cb-4979-51d9-951a-9f2ecab4bc6b,ELECTRICAL_POWER,PLM_DRN,Type,Plm Hotwtr Input Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_HOTWTR_STORAGE_CAP_GAL_NR,6a4fd2df-a978-5dc5-8ef1-5f79364c525a,NUMBER,PLM_DRN,Type,Plm Hotwtr Storage Cap Gal Nr [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_HOTWTR_TEMP_C,7b53b38e-fc83-574e-9197-5bee5a561e34,TEXT,PLM_DRN,Type,Plm Hotwtr Temp C [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_FLW_LPS,800e6613-f502-52f0-9c12-14ec3e358056,VOLUME,PLM_DRN,Type,Plm Ppe Flw Lps [ISO 19650-1:2018],True,3.14159 * (PLM_PPE_SZ_MM / 2000) ^ 2 * PLM_VEL_MPS * 1000,"PLM_PPE_SZ_MM, PLM_VEL_MPS",PLUMBING,0,0
Pipes,PLM_PPE_INS_THK_MM,7b7eb223-a119-5a53-a3ba-5c5e5d553e0b,LENGTH,PLM_DRN,Type,Plm Ppe Ins Thk Mm [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_INS_TYPE_TXT,3eebb62d-4e9f-507a-8e9a-301a838ab774,TEXT,PLM_DRN,Type,Plm Ppe Ins Type Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Fittings,PLM_PPE_JOINT_TYPE_TXT,463fabb0-eda8-5a62-b621-36fb077c9f97,TEXT,PLM_DRN,Type,Plm Ppe Joint Type Txt [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_LENGTH_M,dc5e612c-656a-5930-a87a-4a412e2cd119,LENGTH,PLM_DRN,Type,Plm Ppe Length M [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_MAT_TXT,7b08fe47-9d31-5d9a-8982-0e71f44eb6ae,TEXT,PLM_DRN,Type,Plm Ppe Mat Txt [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_PSR_RATING_BAR,d978df87-87d3-5403-9bbf-e11e4fb4b5cc,NUMBER,PLM_DRN,Type,Plm Ppe Psr Rating Bar [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_SZ_MM,7280f00f-3961-5c97-bee1-281f3ae98f0e,LENGTH,PLM_DRN,Type,Plm Ppe Sz Mm [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_PSR_KPA,bbf823b4-e2d3-5df8-99a8-4a641f5c8663,NUMBER,PLM_DRN,Type,Plm Psr Kpa [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,PLM_PWR_KW,659b6aaf-5538-56d0-82a2-7ae197499070,ELECTRICAL_POWER,PLM_DRN,Type,Plm Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,MEP_TYPE_TXT,1b1cd925-5ef5-5ce4-b184-0a1262345292,TEXT,PLM_DRN,Type,Plm Type Txt [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_VEL_MPS,d85554af-6914-563d-a8f2-0cef71e09f2d,TEXT,PLM_DRN,Type,Plm Vel Mps [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_ACTUATION_TYPE_TXT,b4712e8b-8be7-512f-9ca4-3ea6e665095b,TEXT,PLM_DRN,Type,Plm Vlv Actuation Type Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_BODY_MAT_TXT,6c4c030a-0f07-563a-88f7-6f65c08dcd59,TEXT,PLM_DRN,Type,Plm Vlv Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_CV_NR,69f69261-043b-5c7c-916e-769dc7e1b9d9,NUMBER,PLM_DRN,Type,Plm Vlv Cv Nr [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_END_CONNECTION_TXT,91eddd10-93a4-55bd-ad71-ca0f79c0b9fd,TEXT,PLM_DRN,Type,Plm Vlv End Connection Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_PSR_CLASS_TXT,d3fa455d-9505-59c5-9386-c5610eb4ed7e,TEXT,PLM_DRN,Type,Plm Vlv Psr Class Txt [ISO 19650-1:2018],False,,,,1,0
